,acousticness,album,artist,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,title,type,valence
65,0.102,Baby On Baby,DaBaby,0.92,204573.0,0.622,nc hip hop,0SsTkfOhM7e87trwjEqBQN,0.0,9.0,0.35,-6.388,1.0,65.0,0.246,119.962,4.0,b'Pony',audio_features,0.815
66,0.012,Baby On Baby,DaBaby,0.837,68147.0,0.691,nc hip hop,3yXP1unIs1X9U5FbEarv7e,0.0,9.0,0.191,-6.407,1.0,57.0,0.337,162.114,4.0,b'Deal Wit It',audio_features,0.675
67,0.0219,Baby On Baby,DaBaby,0.852,157693.0,0.73,nc hip hop,7f1zjZG77S891Uv4O68yfk,0.0,1.0,0.336,-5.803,1.0,76.0,0.0579,92.506,4.0,b'Baby Sitter (feat. Offset)',audio_features,0.394
68,0.0566,Baby On Baby,DaBaby,0.664,192773.0,0.672,nc hip hop,7uxbabRF4omY1MhmIgaZ6Y,0.0,6.0,0.279,-5.306,1.0,58.0,0.209,139.887,4.0,b'Celebrate (feat. Rich Homie Quan)',audio_features,0.657
69,0.213,Baby On Baby,DaBaby,0.772,133213.0,0.659,nc hip hop,6uIpf2e5PrB0ZMufi0AWpL,0.0,2.0,0.317,-5.388,1.0,60.0,0.283,143.716,4.0,b'Joggers (feat. Stunna 4 Vegas)',audio_features,0.815
70,0.0492,Baby On Baby,DaBaby,0.824,102840.0,0.859,nc hip hop,1N7CHs4eGjgr3gjyUgq75Y,0.0,2.0,0.28,-5.668,1.0,63.0,0.302,77.973,4.0,b'Carpet Burn',audio_features,0.903
71,0.104,Baby On Baby,DaBaby,0.87,186867.0,0.606,nc hip hop,2gjPbUsttk6GqJOUAh9WzN,0.0,1.0,0.155,-6.713,1.0,59.0,0.147,150.154,3.0,b'Best Friend (feat. Rich The Kid)',audio_features,0.605
72,0.204,Baby On Baby,DaBaby,0.8,114373.0,0.749,nc hip hop,5U8sc8et1PiuDQfIQ2J98a,0.0,8.0,0.113,-4.943,1.0,57.0,0.33,151.851,4.0,b'Tupac',audio_features,0.961
73,0.00333,Baby On Baby,DaBaby,0.903,166333.0,0.668,nc hip hop,2ky7vgodn1YedpeS00lUqt,0.0,8.0,0.111,-7.881,1.0,57.0,0.24,145.058,4.0,b'Backend',audio_features,0.532
74,0.025,Baby On Baby,DaBaby,0.873,151600.0,0.682,nc hip hop,6aYi4lYcAohNhlNWsbWfy0,0.0,11.0,0.0685,-5.869,0.0,59.0,0.377,157.943,4.0,b'Walker Texas Ranger',audio_features,0.799
75,0.0579,Death (feat. DaBaby),DaBaby,0.802,172196.0,0.82,nc hip hop,6YfTl5YupXOQBKiJJLrxcw,0.0,10.0,0.149,-5.969,0.0,75.0,0.146,164.005,4.0,b'Death (feat. DaBaby)',audio_features,0.613
76,0.466,JESUS IS KING,Kanye West,0.588,112239.0,0.793,chicago rap,1WnqWQcWcuQbVzgE7ecfCY,0.000647,7.0,0.913,-6.23,1.0,66.0,0.0794,76.997,5.0,b'Every Hour',audio_features,0.694
77,0.647,JESUS IS KING,Kanye West,0.482,164620.0,0.618,chicago rap,39JRmdKFka1Oe09FoOCPI4,0.000859,9.0,0.32,-5.673,0.0,69.0,0.197,90.076,3.0,b'Selah',audio_features,0.146
78,0.000248,JESUS IS KING,Kanye West,0.529,104591.0,0.9,chicago rap,2QpGZOhTCHHiKmpSO9FW4h,1.21e-05,1.0,0.0426,-3.503,1.0,79.0,0.418,180.291,4.0,b'Follow God',audio_features,0.434
79,0.873,JESUS IS KING,Kanye West,0.799,151873.0,0.291,chicago rap,3JWiDGQX2eTlFvKj3Yssj3,0.000641,11.0,0.139,-7.353,0.0,71.0,0.0318,97.984,4.0,b'Closed On Sunday',audio_features,0.406
80,0.0671,JESUS IS KING,Kanye West,0.41,136351.0,0.886,chicago rap,2SasoXZyv82yYgHiVOvxQn,0.0,9.0,0.461,-4.413,0.0,68.0,0.155,72.577,4.0,b'On God',audio_features,0.393
81,0.312,JESUS IS KING,Kanye West,0.894,116560.0,0.416,chicago rap,24bnCCysWnbNRNUT4LpHcP,0.0,9.0,0.146,-6.823,0.0,68.0,0.0538,116.96,4.0,b'Everything We Need',audio_features,0.463
82,0.57,JESUS IS KING,Kanye West,0.505,168420.0,0.281,chicago rap,454Epa1vrCGFddHXKyC1kb,0.000254,2.0,0.163,-12.404,1.0,65.0,0.1,82.338,4.0,b'Water',audio_features,0.283
83,0.34,JESUS IS KING,Kanye West,0.656,203141.0,0.637,chicago rap,6xRWoYwfwIKnT8bQGzKbxR,0.0,1.0,0.187,-3.867,1.0,67.0,0.0256,105.037,4.0,b'God Is',audio_features,0.267
84,0.558,JESUS IS KING,Kanye West,0.514,203174.0,0.393,chicago rap,7r6aR2f57resC5r93LwMfK,0.0,1.0,0.282,-8.72,0.0,64.0,0.529,78.039,4.0,b'Hands On',audio_features,0.598
85,0.614,JESUS IS KING,Kanye West,0.611,213878.0,0.459,chicago rap,0oPOuDmmkVp3h6puekhs6P,0.0,0.0,0.126,-3.926,0.0,69.0,0.0422,148.28,4.0,b'Use This Gospel',audio_features,0.177
86,0.828,JESUS IS KING,Kanye West,0.243,49293.0,0.26,chicago rap,7sBgFMWqDWQgrsNSpIBoe8,4.03e-05,4.0,0.532,-5.876,0.0,63.0,0.0305,76.61,3.0,b'Jesus Is Lord',audio_features,0.327
87,0.384,FATHER OF 4,Offset,0.736,259834.0,0.515,atl hip hop,57QievAWQ13DWl20Obiz8E,4.31e-06,1.0,0.113,-7.739,1.0,52.0,0.163,149.977,4.0,b'Father Of 4 (feat. Big Rube)',audio_features,0.421
88,0.507,FATHER OF 4,Offset,0.883,276794.0,0.544,atl hip hop,32iPykTXUNZ9oGyACGUybq,1.6e-06,2.0,0.08,-7.92,1.0,62.0,0.233,129.993,4.0,b'How Did I Get Here (feat. J. Cole)',audio_features,0.114
89,0.172,FATHER OF 4,Offset,0.959,204516.0,0.539,atl hip hop,4W9XGjEUVG9junR70FOLii,0.0,4.0,0.108,-6.611,0.0,65.0,0.0958,103.0,4.0,b'Lick',audio_features,0.657
90,0.226,FATHER OF 4,Offset,0.88,182023.0,0.335,atl hip hop,4TzXqUIcdpAmre24puQ6Uu,0.0,1.0,0.107,-8.742,1.0,53.0,0.297,140.061,4.0,b'Tats On My Face',audio_features,0.213
91,0.459,FATHER OF 4,Offset,0.922,214985.0,0.673,atl hip hop,7vkL4wrBEmzr1wsiWRd1zO,0.0,5.0,0.12,-6.416,0.0,53.0,0.15,133.998,4.0,b'Made Men',audio_features,0.702
92,0.0841,FATHER OF 4,Offset,0.902,236300.0,0.621,atl hip hop,0SQ8yalm13UIJuebuZkQlH,0.0,9.0,0.138,-5.315,1.0,57.0,0.199,114.007,4.0,b'Wild Wild West (feat. Gunna)',audio_features,0.497
93,0.431,FATHER OF 4,Offset,0.67,245759.0,0.391,atl hip hop,47Ad1NzqPuUFbCIURd94Oj,0.0,4.0,0.24,-9.939,0.0,53.0,0.0729,79.971,4.0,b'North Star (feat. CeeLo Green)',audio_features,0.108
94,0.25,FATHER OF 4,Offset,0.8,172881.0,0.696,atl hip hop,1taKClbaJhl9FXdtM4hNBe,1.4e-06,6.0,0.0894,-7.004,0.0,50.0,0.228,100.003,4.0,b'After Dark',audio_features,0.189
95,0.67,FATHER OF 4,Offset,0.884,200486.0,0.485,atl hip hop,71Hr2rAhEI92BSpFYbzNN7,0.00063,10.0,0.325,-7.146,0.0,55.0,0.0793,125.006,4.0,"b""Don't Lose Me""",audio_features,0.149
96,0.242,FATHER OF 4,Offset,0.941,149885.0,0.501,atl hip hop,1vf9F2n3KbuMQrTq36QLJH,0.0,8.0,0.114,-8.337,1.0,50.0,0.32,105.965,4.0,b'Underrated',audio_features,0.412
97,0.178,FATHER OF 4,Offset,0.844,244941.0,0.513,atl hip hop,7pMRoGLEJuFM2wl5pt0R99,0.0,1.0,0.0845,-8.769,1.0,70.0,0.335,128.085,4.0,b'Legacy (feat. Travis Scott & 21 Savage)',audio_features,0.344
98,0.228,FATHER OF 4,Offset,0.919,205803.0,0.622,atl hip hop,59ywHNwwchG4nZJMLyxSzd,4.24e-06,1.0,0.122,-7.384,1.0,77.0,0.0997,140.022,4.0,b'Clout (feat. Cardi B)',audio_features,0.424
99,0.243,FATHER OF 4,Offset,0.872,229587.0,0.472,atl hip hop,2NlsAcYlLgkDhnhA9Sx6HA,2.22e-06,9.0,0.0902,-8.217,1.0,52.0,0.205,130.985,4.0,b'On Fleek (feat. Quavo)',audio_features,0.255
100,0.0688,FATHER OF 4,Offset,0.909,194875.0,0.55,atl hip hop,36YZKsGtyzblj9fGYKtR7H,8.97e-05,9.0,0.11,-7.795,1.0,57.0,0.0728,130.036,4.0,b'Quarter Milli (feat. Gucci Mane)',audio_features,0.189
101,0.479,FATHER OF 4,Offset,0.936,241440.0,0.559,atl hip hop,4TWflhgevIGo448fWc6mQq,0.0,7.0,0.128,-8.587,0.0,68.0,0.157,112.347,4.0,b'Red Room',audio_features,0.527
102,0.487,FATHER OF 4,Offset,0.807,172977.0,0.774,atl hip hop,1X5F8qFnvUe4sYmIqowEkB,0.0,10.0,0.0892,-5.021,0.0,54.0,0.116,100.005,4.0,b'Came A Long Way',audio_features,0.279
103,0.115,Big Rocks (Offset feat. Young Thug),Offset,0.915,144000.0,0.474,atl hip hop,4uuLsWwmQCtawLjLqgQXXm,0.0,7.0,0.169,-7.373,0.0,39.0,0.0752,119.991,4.0,b'Big Rocks (Offset feat. Young Thug)',audio_features,0.523
104,0.0247,Soakin Wet,Offset,0.842,180575.0,0.457,atl hip hop,5WLCdOpLqFN1Yj5gPG36E7,0.0,1.0,0.06,-7.95,1.0,36.0,0.628,169.85,4.0,b'Soakin Wet',audio_features,0.311
105,0.0373,Power Moves,Offset,0.766,192880.0,0.486,atl hip hop,6GnRgIMJHT5PH1U4gehJE8,0.0,1.0,0.165,-10.103,1.0,33.0,0.339,130.938,4.0,b'Power Moves',audio_features,0.14
106,0.479,Red Room,Offset,0.936,241440.0,0.559,atl hip hop,2MJdgSby3DtSS7bUJx2cly,0.0,7.0,0.129,-8.591,0.0,64.0,0.158,112.339,4.0,b'Red Room',audio_features,0.517
107,0.627,Shelby,Lil Skies,0.649,181891.0,0.453,melodic rap,4ZT9FnbFu1PaBfV3itxiqT,0.0,6.0,0.116,-7.28,1.0,81.0,0.085,99.183,4.0,b'I',audio_features,0.431
108,0.208,Shelby,Lil Skies,0.771,219664.0,0.761,melodic rap,0hCHNYL8ApQCGNwJrYN1FY,0.0,1.0,0.091,-4.727,0.0,64.0,0.047,131.01,4.0,b'Bad Girls (feat. Gucci Mane)',audio_features,0.277
109,0.187,Shelby,Lil Skies,0.642,154958.0,0.741,melodic rap,6NGeKy2lLt86dxDjJAtBFk,1.25e-06,6.0,0.146,-5.204,0.0,61.0,0.163,76.016,4.0,b'Breathe',audio_features,0.72
110,0.0836,Shelby,Lil Skies,0.687,221153.0,0.829,melodic rap,0Goo25lbtpwor5vb0K2r21,0.0,4.0,0.0986,-3.607,0.0,61.0,0.0298,152.059,4.0,b'Nowadays Pt. 2 (feat. Landon Cube)',audio_features,0.349
111,0.36,Shelby,Lil Skies,0.714,115722.0,0.636,melodic rap,6Ur6u4Ici7NYBiuGEEkNMP,0.0,8.0,0.112,-5.286,1.0,58.0,0.201,166.049,4.0,b'Flooded',audio_features,0.52
112,0.102,Shelby,Lil Skies,0.776,207465.0,0.776,melodic rap,0AKwYorDdgm3NtusTmPlkn,0.0,6.0,0.138,-6.366,0.0,58.0,0.316,161.983,4.0,b'Blue Strips',audio_features,0.68
